                                                                                      
      Beta             Mach             AoA             Re/1e6             CLo             CLi            CLtot              CDo              CDi             CDtot              CSo              CSi            CStot               L/D              E               CMox             CMoy             CMoz             CMix             CMiy             CMiz             CMxtot           CMytot           CMztot           CFox             CFoy             CFoz             CFix             CFiy             CFiz             CFxtot           CFytot           CFztot           CLwtot           CDwtot           CSwtot           CLiw             CDiw             CSiw             CFwxtot          CFwytot          CFwztot         CFiwx            CFiwy            CFiwz           LoDw              Ew            StallFactor 
  0.000000000000   0.200000000000   0.000000000000  10.000000000000   0.000000000000   0.000000000000   0.000000000000   0.007077675348   0.000000000000   0.007077675348   0.000000000000   0.000000000000   0.000000000000   0.000000000000        -nan(ind)   0.000000000000  -0.000074577742   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  -0.000074577742   0.000000000000   0.007077675348   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.007077675348   0.000000000000   0.000000000000   0.000000000000   0.007077675348   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.007077675348   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000        -nan(ind)   1.000000000000 
  0.000000000000   0.200000000000   1.000000000000  10.000000000000  -0.000124013945   0.072905267212   0.072781253267   0.007104754149   0.000485493231   0.007590247380   0.000000000000  -0.000000000623  -0.000000000623   9.588785400551   0.898505561535   0.000000000000  -0.000074628086   0.000000000146  -0.000000151580  -0.064662423849   0.000000003386  -0.000000151580  -0.064737051935   0.000000003532   0.007105836402   0.000000000000   0.000000000000  -0.000786953067  -0.000000000623   0.072902636412   0.006318883336  -0.000000000623   0.072902636412   0.072810187404   0.007519514387   0.000000005191   0.072934201349   0.000414760238   0.000000005191   0.006247656145   0.000000005191   0.072930331681  -0.000858180258   0.000000005191   0.072930331681   9.682831052684   1.051736229431   1.000000000000 
  0.000000000000   0.200000000000   2.000000000000  10.000000000000  -0.000250939448   0.145780568490   0.145529629042   0.007185965579   0.001941598265   0.009127563845   0.000000000000  -0.000000009612  -0.000000009612  15.943972731343   0.898273026627   0.000000000000  -0.000074781789   0.000000000532  -0.000000275989  -0.129300246112   0.000000006687  -0.000000275989  -0.129375027901   0.000000007219   0.007190345744   0.000000000000   0.000000000000  -0.003147252973  -0.000000009612   0.145759523709   0.004043092770  -0.000000009612   0.145759523709   0.145661288589   0.008845079530   0.000000012989   0.145912228037   0.001659113950   0.000000012989   0.003756185685   0.000000012989   0.145881244492  -0.003434160058   0.000000012989   0.145881244492  16.468058664742   1.051214927023   1.000000000000 
  0.000000000000   0.200000000000   3.000000000000  10.000000000000  -0.000383691201   0.219224848867   0.218841157666   0.007321264245   0.004397173261   0.011718437506   0.000000000000  -0.000000042519  -0.000000042519  18.674943443424   0.896910933470   0.000000000000  -0.000075045673   0.000000001237  -0.000000423943  -0.194845935530   0.000000010675  -0.000000423943  -0.194920981203   0.000000011913   0.007331311552   0.000000000000   0.000000000000  -0.007082195010  -0.000000042519   0.219154539098   0.000249116543  -0.000000042519   0.219154539098   0.218627977648   0.011055953978   0.000000023957   0.219011668849   0.003734689733   0.000000023957  -0.000401302095   0.000000023957   0.218906979527  -0.007732613647   0.000000023957   0.218906979527  19.774682319265   1.056010821786   1.000000000000 
  0.000000000000   0.200000000000   4.000000000000  10.000000000000  -0.000525188492   0.292344423997   0.291819235505   0.007510545344   0.007819739653   0.015330284996   0.000000000000  -0.000000072536  -0.000000072536  19.035473611356   0.896809966829   0.000000000000  -0.000075429155   0.000000002007  -0.000000520496  -0.260132433391   0.000000029051  -0.000000520496  -0.260207862547   0.000000031058   0.007528885330   0.000000000000   0.000000000000  -0.012592224977  -0.000000072536   0.292177765137  -0.005063339647  -0.000000072536   0.292177765137   0.291753825559   0.014154901930   0.000000034976   0.292279014051   0.006644356587   0.000000034976  -0.006231296772   0.000000034976   0.292030523949  -0.013760182102   0.000000034976   0.292030523949  20.611504551066   1.055455162148   1.000000000000 
  0.000000000000   0.200000000000   5.000000000000  10.000000000000  -0.000678354571   0.366635188568   0.365956833997   0.007753628229   0.012331317052   0.020084945281   0.000000000000  -0.000000163098  -0.000000163098  18.220454618389   0.894365728303   0.000000000000  -0.000075943838   0.000000004026  -0.000000824415  -0.327319904152   0.000000010374  -0.000000824415  -0.327395847989   0.000000014400   0.007783245829   0.000000000000   0.000000000000  -0.019669969510  -0.000000163098   0.366314776082  -0.011886723681  -0.000000163098   0.366314776082   0.365070608907   0.018145303917   0.000000059028   0.365748963478   0.010391675689   0.000000059028  -0.013741744517   0.000000059028   0.365262872462  -0.021524990346   0.000000059028   0.365262872462  20.119288746555   1.061302112045   1.000000000000 
  0.000000000000   0.200000000000   6.000000000000  10.000000000000  -0.000846110538   0.440047727169   0.439201616631   0.008050204028   0.017768450970   0.025818654998   0.000000000000  -0.000000048728  -0.000000048728  17.011018454142   0.894011656427   0.000000000000  -0.000076602009   0.000000006476  -0.000001106705  -0.393563168156   0.000000090332  -0.000001106705  -0.393639770165   0.000000096808   0.008094546802   0.000000000000   0.000000000000  -0.028326399149  -0.000000048728   0.439494408551  -0.020231852347  -0.000000048728   0.439494408551   0.438586834358   0.023030093549   0.000000087305   0.439432944896   0.014979889521   0.000000087305  -0.022940875518   0.000000087305   0.438591510077  -0.031035422321   0.000000087305   0.438591510077  19.044075241504   1.060435209614   1.000000000000 
  0.000000000000   0.200000000000   7.000000000000  10.000000000000  -0.001031370458   0.513697563085   0.512666192627   0.008399838303   0.024224283563   0.032624121866   0.000000000000  -0.000000193568  -0.000000193568  15.714329253928   0.893476853840   0.000000000000  -0.000077417370   0.000000010336  -0.000001526963  -0.460856094148   0.000000031703  -0.000001526963  -0.460933511518   0.000000042039   0.008462919622   0.000000000000   0.000000000000  -0.038560265295  -0.000000193568   0.512820736880  -0.030097345672  -0.000000193568   0.512820736880   0.512307833664   0.028812837373   0.000000120709   0.513339204122   0.020412999070   0.000000120709  -0.033836548457   0.000000120709   0.512000570331  -0.042299468080   0.000000120709   0.512000570331  17.780540910686   1.060296754554   1.000000000000 
  0.000000000000   0.200000000000   8.000000000000  10.000000000000  -0.001237031479   0.587432566123   0.586195534645   0.008801936329   0.031692510789   0.040494447118   0.000000000000  -0.000000265368  -0.000000265368  14.475948589557   0.892880327476   0.000000000000  -0.000078403766   0.000000017675  -0.000002266509  -0.528293131535  -0.000000056960  -0.000002266509  -0.528371535300  -0.000000039286   0.008888437996   0.000000000000   0.000000000000  -0.050370730379  -0.000000265368   0.586126457775  -0.041482292383  -0.000000265368   0.586126457775   0.586223418619   0.035495832210   0.000000174520   0.587460450098   0.026693895881   0.000000174520  -0.046436141814   0.000000174520   0.585458397647  -0.055324579810   0.000000174520   0.585458397647  16.515274670804   1.060078286733   1.000000000000 
  0.000000000000   0.200000000000   9.000000000000  10.000000000000  -0.001465960283   0.660704272595   0.659238312312   0.009255708956   0.040106662976   0.049362371933   0.000000000000  -0.000000313889  -0.000000313889  13.355077693773   0.892345912693   0.000000000000  -0.000079575970   0.000000027341  -0.000003123924  -0.595477470050  -0.000000079917  -0.000003123924  -0.595557046020  -0.000000052576   0.009371082533   0.000000000000   0.000000000000  -0.063744036031  -0.000000313889   0.658843970991  -0.054372953498  -0.000000313889   0.658843970991   0.660319723411   0.043082808568   0.000000232178   0.661785683694   0.033827099612   0.000000232178  -0.060744374984   0.000000232178   0.658929727989  -0.070115457517   0.000000232178   0.658929727989  15.326756665900   1.057998385593   1.000000000000 
